S/N,Date,Country,Rented_Bike_Count,Hour,Temperature,Humidity,Windspeed,Visibility,Dewpoint_Temp,Solar_Radiation,Rainfall,Snowfall,Open,Hit_Sales,Region,Latitude,Longitude
6357,8/22/2019,JP,2528,18,35.4,40,1,5,19.7,0.34,0,low,Yes,Y,South,37.45769358,127.9858943
6358,8/22/2019,JP,2087,19,35.2,41,0.5,5,19.9,0.31,0,low,Yes,Y,South,37.05149585,128.1653314
6359,8/22/2019,JP,1808,20,33.2,51,1,5,21.6,0.02,0,low,Yes,Y,South,37.66847355,128.1174966
6360,8/22/2019,JP,1807,21,33.1,46,2.7,5,19.9,0,0,low,Yes,Y,South,37.37407649,128.1452883
6361,8/22/2019,JP,1556,22,32.1,47,2,5,19.3,0,0,low,Yes,Y,South,37.25080164,128.4372988
6362,8/22/2019,JP,1117,23,31.2,50,1.8,5,19.5,0,0,low,Yes,Y,South,37.53112566,128.3956143
6363,8/23/2019,JP,908,0,30.7,52,1.3,5,19.7,0,0,low,Yes,N,South,37.54833243,127.851409
6364,8/23/2019,JP,745,1,30.1,54,0.8,5,19.7,0,0,low,Yes,N,South,37.39188874,128.2674176
6365,8/23/2019,JP,492,2,29.8,53,1.4,5,19.1,0,0,low,Yes,N,South,37.90189461,127.5065085
6366,8/23/2019,JP,304,3,29.7,52,1.4,5,18.7,0,0,low,Yes,N,South,37.41091212,127.9255773
6367,8/23/2019,JP,168,4,29.3,54,1,5,19,0,0,low,Yes,N,South,37.48294076,128.1574235
6368,8/23/2019,JP,185,5,28.5,57,0.9,5,19.1,0,0.1,low,Yes,N,South,37.41470005,127.9421337
6369,8/23/2019,JP,492,6,28.3,55,1.5,5,18.3,0,0,low,Yes,N,South,37.95885326,128.1118931
6370,8/23/2019,JP,720,7,28.3,55,1.1,5,18.3,0.03,0,low,Yes,N,South,37.64101056,128.3738311
6371,8/23/2019,JP,1678,8,28.1,58,1.3,5,19,0.14,0,low,Yes,Y,South,37.72904581,128.3502584
6372,8/23/2019,JP,924,9,29.3,54,1.5,5,19,0.82,0,low,Yes,N,South,37.43074694,127.7974683
6373,8/23/2019,JP,551,10,30.2,52,1.8,5,19.2,0.93,0,low,Yes,N,South,37.1836435,128.2040832
6374,8/23/2019,JP,711,11,29.9,57,1.7,4,20.4,0.88,0.1,low,Yes,N,South,37.43731809,127.7521533
6375,8/23/2019,JP,769,12,31.9,49,1.9,5,19.8,1.85,0,low,Yes,N,South,37.85673407,127.8361978
6376,8/23/2019,JP,584,13,31,53,1.9,5,20.2,0.79,0,low,Yes,N,South,37.14110362,127.9813259
6377,8/23/2019,JP,740,14,30.5,59,2,5,21.5,0.84,0.1,low,Yes,N,South,37.3181829,128.1476968
6378,8/23/2019,JP,837,15,32,53,2.1,4,21.2,1.57,0,low,Yes,N,South,37.15815433,127.9015773
6379,8/23/2019,JP,944,16,31.7,56,1.9,5,21.8,0.92,0,low,Yes,N,South,37.97588162,127.6562314
6380,8/23/2019,JP,1249,17,30.8,,2.2,5,21.8,0.41,0,low,Yes,Y,South,37.411421,127.7353386
6381,8/23/2019,JP,1447,18,30.6,55,2.3,5,20.5,0.11,0,low,Yes,Y,South,37.02663389,128.0082044
6382,8/23/2019,JP,582,19,30,59,2.2,4,21.1,0.01,0,low,Yes,N,South,37.84505522,127.5693725
6383,8/23/2019,JP,257,20,29.2,62,2.1,4,21.1,0,0.1,,Yes,N,South,37.75264168,128.2835575
6384,8/23/2019,JP,189,21,27.8,72,2,5,22.2,0,0.1,low,Yes,N,South,37.21845119,128.3349526
6385,8/23/2019,JP,215,22,26.6,84,1.7,4,23.6,0,1.5,low,Yes,N,South,37.76245704,128.1663514
6386,8/23/2019,JP,267,23,26.1,84,1.9,4,23.1,0,0.5,low,Yes,N,South,37.85209606,128.3696786
6387,8/24/2019,JP,238,0,25.7,83,2,5,22.5,0,0.5,low,Yes,N,South,37.11876877,127.5853844
6388,8/24/2019,JP,208,1,25.7,80,2,5,21.9,0,0.2,low,Yes,N,South,37.91696361,127.7702122
6389,8/24/2019,JP,83,2,25.4,85,2,4,22.6,0,0.8,low,Yes,N,South,37.5237356,127.6151918
6390,8/24/2019,JP,62,3,24.8,87,2.2,4,22.4,0,1,low,Yes,N,South,37.50638272,127.7389707
6391,8/24/2019,JP,30,4,24.5,88,2,4,22.3,0,1,low,Yes,N,South,37.45402105,127.7339731
6392,8/24/2019,JP,45,5,24.6,88,1.5,4,22.4,0,0.5,low,Yes,N,South,37.43981096,128.4827297
6393,8/24/2019,JP,173,6,24.9,88,1.1,5,22.7,0,0.5,low,Yes,N,South,37.32545098,128.398107
6394,8/24/2019,JP,400,7,24.2,88,2.3,5,22,0.05,0,low,Yes,N,South,37.25080372,128.1240346
6395,8/24/2019,JP,578,8,24.4,86,1.7,5,21.8,0.13,0,low,Yes,N,South,37.35149207,127.9965833
6396,8/24/2019,JP,484,9,24.8,85,1.7,5,22,0.32,0,low,Yes,N,South,37.43634334,128.2738857
6397,8/24/2019,JP,286,10,26,77,2.2,5,21.6,0.61,0,low,Yes,N,South,37.62078085,128.4012373
6398,8/24/2019,JP,415,11,26.2,76,2.6,4,21.6,0.88,0,low,Yes,N,South,37.47813327,127.7679902
6399,8/24/2019,JP,355,12,25.8,81,3.2,4,22.2,0.8,0,low,Yes,N,South,37.01312015,127.5005264
6400,8/24/2019,JP,274,13,25.8,78,2.8,5,21.6,0.95,0,low,Yes,N,South,37.43711407,128.3989667
6401,8/24/2019,JP,152,14,24.4,93,2.9,2,23.1,0.26,1.5,low,Yes,N,South,37.36429978,127.569615
6402,8/24/2019,JP,405,15,24,94,3.1,3,22.9,0.41,0.5,low,Yes,N,South,37.60250851,127.7291007
6403,8/24/2019,JP,455,16,24.6,85,2.7,4,21.9,0.55,0,low,Yes,N,South,37.43987413,128.4251741
6404,8/24/2019,JP,403,17,24.1,89,1.9,5,22.1,0.58,0,low,Yes,N,South,37.77631721,128.1340137
6405,8/24/2019,JP,916,18,23.8,95,2.7,4,22.9,0.11,1.5,low,Yes,N,South,37.70085525,127.8443144
6406,8/24/2019,JP,948,19,23.6,86,3,4,21.1,0.04,0,low,Yes,N,South,37.87868871,128.1316406
6407,8/24/2019,JP,1162,20,23.5,81,3.5,5,20,0,0,low,Yes,Y,South,37.60739145,127.7966878
6408,8/24/2019,JP,1300,21,23.5,79,3.6,5,19.6,0,0,low,Yes,Y,South,37.41948849,127.863193
6409,8/24/2019,JP,1202,22,23.5,79,2.9,4,19.6,0,0,low,Yes,Y,South,37.39518854,127.8368364
6410,8/24/2019,JP,1084,23,23.4,79,2.7,4,19.5,0,0,low,Yes,Y,South,37.2758104,128.1039131
6411,8/25/2019,JP,980,0,23.2,81,2.4,4,19.7,0,0,low,Yes,N,South,37.51669746,127.9563578
6412,8/25/2019,JP,886,1,23,82,2.1,4,19.7,0,0,low,Yes,,South,37.1720012,127.6715382
6413,8/25/2019,JP,708,2,22.9,82,2.1,4,19.6,0,0,low,Yes,N,South,37.56496472,127.7919577
6414,8/25/2019,JP,456,3,23.1,80,2,4,19.4,0,0,low,Yes,N,South,37.29374411,128.0035116
6415,8/25/2019,JP,306,4,23.2,79,1.8,4,19.3,0,0,low,Yes,N,South,37.30884157,128.189449
6416,8/25/2019,JP,232,5,23.3,79,1.7,4,19.4,0,0,low,Yes,N,South,37.46747633,128.4189096
6417,8/25/2019,JP,318,6,23.5,79,2,4,19.6,0,0,low,Yes,N,South,37.25263978,127.6926375
6418,8/25/2019,JP,490,7,23.7,76,1.9,4,19.2,0.08,0,low,Yes,N,South,37.43776347,127.8740297
6419,8/25/2019,JP,721,8,24.1,78,2,3,20,0.34,0,low,Yes,N,South,37.01508882,128.176133
6420,8/25/2019,JP,808,9,25.3,72,2.4,4,19.8,1.08,0,low,Yes,N,South,37.90288093,127.6139657
6421,8/25/2019,JP,858,10,26.3,67,3.2,4,19.6,1.48,0,low,Yes,N,South,37.03026464,127.9010216
6422,8/25/2019,JP,916,11,28,57,3.3,4,18.6,2.71,0,low,Yes,N,South,37.68389916,127.7028597
6423,8/25/2019,JP,1070,12,27.9,55,2.9,4,18,1.49,0,low,Yes,Y,South,37.83621767,127.7927232
6424,8/25/2019,JP,1231,13,28.6,54,2.9,4,18.3,1.85,0,low,Yes,Y,South,37.97924188,128.1915475
6425,8/25/2019,JP,1261,14,29.2,52,3.1,4,18.3,2.68,0,low,Yes,Y,South,37.80361002,128.2506299
6426,8/25/2019,JP,1516,15,28.1,53,4.5,4,17.6,1.6,0,low,Yes,Y,South,37.01302034,128.0641113
6427,8/25/2019,JP,1592,16,27.2,58,3.7,4,18.2,0.99,0,low,Yes,Y,South,37.52079779,127.600137
6428,8/25/2019,JP,1797,17,26.9,60,2.8,5,18.4,0.77,0,low,Yes,Y,South,37.09171276,128.1245429
6429,8/25/2019,JP,2080,18,27.1,56,3,4,17.5,0.87,0,low,Yes,Y,South,37.81039509,127.912488
6430,8/25/2019,JP,2043,19,25.8,62,3.3,5,17.9,0.27,0,low,Yes,Y,South,37.27921173,127.6021189
6431,8/25/2019,JP,2022,20,24.6,65,2.9,5,17.5,0,0,low,Yes,Y,South,37.58133919,128.1518114
6432,8/25/2019,JP,1937,21,23.9,71,2.3,5,18.3,0,0,low,Yes,Y,South,37.45101048,127.9098874
6433,8/25/2019,JP,1717,22,23.4,75,1.6,5,18.7,0,0,low,Yes,Y,South,37.20346649,127.6181692
6434,8/25/2019,JP,1357,23,22.9,78,1.4,5,18.8,0,0,low,Yes,Y,South,37.34851577,127.8417193
6435,8/26/2019,JP,1163,0,22.8,78,1.5,5,18.7,0,0,low,Yes,Y,South,37.19247877,127.5096274
6436,8/26/2019,JP,769,1,22.5,80,0.6,5,18.8,0,0,low,Yes,N,South,37.28350623,128.4740416
6437,8/26/2019,JP,600,2,22.1,84,0.6,5,19.2,0,0,low,Yes,N,South,37.78678712,128.2872096
6438,8/26/2019,JP,426,3,21.6,85,0.1,4,18.9,0,0,low,Yes,N,South,37.32557709,127.53889
6439,8/26/2019,JP,290,4,21.2,86,0.5,4,18.7,0,0,low,Yes,N,South,37.41121297,127.514399
6440,8/26/2019,JP,188,5,20.7,88,0.6,3,18.6,0,0,low,Yes,N,South,37.65833161,128.173417
6441,8/26/2019,JP,243,6,20.4,88,0.6,3,18.3,0,0,low,Yes,N,South,37.92227434,127.5626357
6442,8/26/2019,JP,381,7,20.7,85,0.5,3,18,0.11,0,low,Yes,N,South,37.92901504,128.2880779
6443,8/26/2019,JP,566,8,22.1,74,1,4,17.2,0.77,0,low,Yes,N,South,37.43412774,128.1364127
6444,8/26/2019,JP,725,9,24.2,64,1.2,4,16.9,1.48,0,low,Yes,N,South,37.18620049,127.5195893
6445,8/26/2019,JP,681,10,26.3,53,1.6,5,15.9,2.19,0,low,Yes,N,South,37.32807002,127.8821107
6446,8/26/2019,JP,791,11,28,46,1.7,4,15.2,2.73,0,low,Yes,N,South,37.43997152,128.1840101
6447,8/26/2019,JP,1070,12,28.9,42,2,4,14.6,2.5,0,low,Yes,Y,South,37.10175867,128.3446725
6448,8/26/2019,JP,657,13,27.8,54,3.5,5,17.6,1.15,0,low,Yes,N,South,37.82014473,128.4586913
6449,8/26/2019,JP,417,14,25.8,69,3.6,4,19.6,0.56,0.1,low,Yes,N,South,37.63655954,127.9865013
6450,8/26/2019,JP,782,15,24.3,64,1.8,4,17,0.59,0,low,Yes,N,South,37.03536118,127.8893192
6451,8/26/2019,JP,1025,16,23.5,56,2.3,5,14.2,0.5,0.1,low,Yes,Y,South,37.41435038,128.0525487
6452,8/26/2019,JP,1399,17,23.5,58,1.2,5,14.7,0.52,0,low,Yes,Y,South,37.44374147,127.9444668
6453,8/26/2019,JP,1479,18,23.4,67,0.6,5,16.9,0.36,0,low,Yes,Y,South,37.94460584,128.2025982
6454,8/26/2019,JP,1596,19,22.7,69,1.9,5,16.7,0.08,0,low,Yes,Y,South,37.98136206,127.9339787
6455,8/26/2019,JP,1674,20,22.4,64,0.8,5,15.2,0,0,low,Yes,Y,South,37.46512325,128.2383308
6456,8/26/2019,JP,1276,21,22.5,65,1.1,5,15.5,0,0,low,Yes,Y,South,37.89409132,127.9171626
6457,8/26/2019,JP,764,22,21.2,81,1,4,17.8,0,1.3,low,Yes,N,South,37.04865494,127.7995192
6458,8/26/2019,JP,348,23,20.8,84,0.9,3,17.9,0,0.5,low,Yes,N,South,37.92367786,128.1257304
6459,8/27/2019,JP,325,0,20.5,85,1,5,17.8,0,0,low,Yes,N,South,37.12798954,128.0528916
6460,8/27/2019,JP,61,1,20.5,89,0.5,2,18.6,0,1.5,low,Yes,N,South,37.26187446,127.5939894
6461,8/27/2019,JP,44,2,20.3,97,0.7,2,19.8,0,1,low,Yes,N,South,37.96762757,127.864416
6462,8/27/2019,JP,22,3,20.3,97,0.4,2,19.8,0,1.5,low,Yes,N,South,37.0067702,127.6676456
6463,8/27/2019,JP,27,4,20.5,97,0.1,2,20,0,3.5,low,Yes,N,South,37.39715576,127.9795689
6464,8/27/2019,JP,38,5,20.5,97,0.4,2,20,0,3,low,Yes,N,South,37.65071928,127.7206313
6465,8/27/2019,JP,47,6,20.6,98,0.7,2,20.2,0,1,low,Yes,N,South,37.76750544,127.5091589
6466,8/27/2019,JP,103,7,20.8,98,0.5,2,20.4,0.02,2,low,Yes,N,South,37.59641459,127.5503888
6467,8/27/2019,JP,328,8,21.3,97,1.3,3,20.7,0.17,0.5,low,Yes,N,South,37.70062327,128.3181984
6468,8/27/2019,JP,75,9,21.5,97,0.9,4,20.9,0.19,0.5,low,Yes,N,South,37.99151117,128.3555376
6469,8/27/2019,JP,104,10,21.7,97,1,4,21.1,0.29,2.5,low,Yes,N,South,37.26001592,127.6493122
6470,8/27/2019,JP,148,11,22,96,1.6,2,21.3,0.36,0.5,low,Yes,N,South,37.90425101,127.9469393
6471,8/27/2019,JP,137,12,22.6,90,1.4,4,20.8,1.02,1,low,Yes,N,South,37.10167941,128.4046484
6472,8/27/2019,JP,149,13,22.9,92,1.2,2,21.5,1.09,0.5,low,Yes,N,South,37.13942355,127.5145928
6473,8/27/2019,JP,231,14,23.3,89,1.5,4,21.3,1.23,0.5,low,Yes,N,South,37.739785,128.0711709
6474,8/27/2019,JP,580,15,24.4,87,1.5,3,22,1.44,0,low,Yes,N,South,37.79976792,127.6538373
6475,8/27/2019,JP,886,16,24.7,85,1.2,3,22,0.99,0,low,Yes,N,South,37.62688733,128.2749385
6476,8/27/2019,JP,1356,17,24.9,82,0.9,5,21.6,0.67,0,low,Yes,Y,South,37.11073043,127.5043767
6477,8/27/2019,JP,2153,18,24.8,83,0.8,4,21.7,0.26,0,low,Yes,Y,South,37.75730747,127.9019389
6478,8/27/2019,JP,1615,19,24.7,83,0.4,5,21.6,0.1,0,low,Yes,Y,South,37.0563736,127.7251613
6479,8/27/2019,JP,1560,20,24.4,85,0.7,5,21.7,0.01,0,low,Yes,Y,South,37.79537,127.870989
6480,8/27/2019,JP,1762,21,23.9,88,0.8,5,21.7,0,0,low,Yes,Y,South,37.89190668,128.2573091
6481,8/27/2019,JP,1571,22,23.5,88,0.6,5,21.3,0,0,low,Yes,Y,South,37.63286465,127.7066388
6482,8/27/2019,JP,1113,23,23.6,87,0.6,5,21.3,0,0,low,Yes,Y,South,37.12548328,128.1900634
6483,8/28/2019,JP,870,0,23.5,88,0.6,5,21.3,0,0,low,Yes,N,South,37.48446583,127.5803162
6484,8/28/2019,JP,653,1,23.1,94,0.6,5,22,0,0,low,Yes,N,South,37.54558905,127.6802451
6485,8/28/2019,JP,482,2,23.2,88,0.6,5,21,0,0,low,Yes,N,South,37.42135537,127.8026276
6486,8/28/2019,JP,281,3,22.9,93,0.6,5,21.7,0,0,low,Yes,N,South,37.71120462,127.7542234
6487,8/28/2019,JP,200,4,22.6,95,0.4,4,21.7,0,0,low,Yes,N,South,37.495948,128.483937
6488,8/28/2019,JP,218,5,22.5,96,0.3,4,21.8,0,0,low,Yes,N,South,37.2669535,127.9127243
6489,8/28/2019,JP,581,6,22.5,90,0.6,3,20.7,0,0,low,Yes,N,South,37.70979067,127.6613654
6490,8/28/2019,JP,1182,7,22.6,88,0.8,5,20.5,0.06,0,low,Yes,Y,South,37.19293832,127.7377407
6491,8/28/2019,JP,1841,8,23.4,83,0.8,4,20.3,0.32,0,low,Yes,Y,South,37.03239544,128.1619896
6492,8/28/2019,JP,865,9,24.2,80,1.2,4,20.5,0.57,0,low,Yes,N,South,37.8685738,127.6400362
6493,8/28/2019,JP,670,10,25.4,75,0.7,4,20.6,0.96,0,low,Yes,N,South,37.19156233,128.1487798
6494,8/28/2019,JP,411,11,25.9,79,1.7,4,21.9,0.9,0,low,Yes,N,South,37.77659875,128.123575
6495,8/28/2019,JP,25,12,25.2,89,1.4,2,23.2,0.32,2,low,Yes,N,South,37.18477121,127.7925918
6496,8/28/2019,JP,31,13,24.6,97,0.5,3,24,0.1,9.5,low,Yes,N,South,37.97816269,128.1369654
6497,8/28/2019,JP,126,14,24.9,97,0.5,3,24.3,0.36,4,low,Yes,N,South,37.84952952,127.9723915
6498,8/28/2019,JP,122,15,25.2,96,0.6,4,24.5,0.51,0.5,low,Yes,N,South,37.37497708,127.5419839
6499,8/28/2019,JP,60,16,25,97,0.7,3,24.4,0.17,2.5,low,Yes,N,South,37.1786015,127.65376
6500,8/28/2019,JP,39,17,24.8,96,1.8,2,24.1,0.14,2.5,low,Yes,N,South,37.74228376,127.9956928
6501,8/28/2019,JP,96,18,24.3,97,0.8,1,23.7,0.01,18.5,low,Yes,N,South,37.57490392,128.107929
6502,8/28/2019,JP,84,19,23.9,98,0.8,4,23.5,0,7,low,Yes,N,South,37.35881886,127.6320316
6503,8/28/2019,JP,10,20,23.3,97,3.3,1,22.7,0,15.5,low,Yes,N,South,37.45289399,128.2763979
6504,8/28/2019,JP,122,21,22.9,98,2.1,3,22.5,0,29.5,low,Yes,N,South,37.73756519,127.8206168
6505,8/28/2019,JP,64,22,22.9,97,1.3,5,22.3,0,0.5,low,Yes,N,South,37.20092975,127.8053143
6506,8/28/2019,JP,59,23,22.8,97,1,2,22.2,0,3.5,low,Yes,N,South,37.74826648,127.9281968
6507,8/29/2019,JP,208,0,22.7,96,0.3,5,22,0,1,low,Yes,N,South,37.55934835,127.9894781
6508,8/29/2019,JP,334,1,22.8,97,0.5,5,22.2,0,0.5,low,Yes,N,South,37.81761011,128.336773
6509,8/29/2019,JP,243,2,24.2,91,3.6,4,22.6,0,0,low,Yes,N,South,37.72736703,128.1750222
6510,8/29/2019,JP,171,3,24.5,87,4.3,4,22.1,0,0,low,Yes,N,South,37.87288035,127.8471124
6511,8/29/2019,JP,128,4,24.6,86,4,4,22,0,0,low,Yes,N,South,37.14437361,127.8249637
6512,8/29/2019,JP,109,5,24.6,87,3.6,4,22.2,0,0,low,Yes,N,South,37.97755124,128.1077233
6513,8/29/2019,JP,346,6,24.7,85,3.8,5,22,0,0,low,Yes,N,South,37.55832928,128.0507446
6514,8/29/2019,JP,862,7,25,85,3,5,22.2,0.02,0,low,Yes,N,South,37.85016387,127.7190979
6515,8/29/2019,JP,1595,8,25.3,83,3.4,4,22.1,0.14,0,low,Yes,Y,South,37.10877485,127.7515891
6516,8/29/2019,JP,867,9,25.8,79,2.7,4,21.8,0.3,0,low,Yes,N,South,37.12790294,127.5047279
6517,8/29/2019,JP,642,10,26.4,78,2.7,5,22.2,0.44,0,low,Yes,N,South,37.59596296,127.9677725
6518,8/29/2019,JP,671,11,26.9,74,3.2,5,21.8,0.45,0,low,Yes,N,South,37.88481636,128.274546
6519,8/29/2019,JP,648,12,27.4,72,4.2,4,21.8,0.54,0,low,Yes,N,South,37.20918518,127.9826258
6520,8/29/2019,JP,540,13,27.1,75,3.7,4,22.2,0.28,0,low,Yes,N,South,37.10342491,128.174552
6521,8/29/2019,JP,490,14,26.8,77,3.5,4,22.4,0.11,0,low,Yes,N,South,37.92436607,128.424707
6522,8/29/2019,JP,583,15,26.9,77,2.5,4,22.5,0.26,0,low,Yes,N,South,37.63517373,127.6557934
6523,8/29/2019,JP,193,16,27,76,3.8,4,22.3,0.21,0,low,Yes,N,South,37.23266077,128.2605561
6524,8/29/2019,JP,160,17,24.6,93,0.9,4,23.3,0,1.5,low,Yes,N,South,37.40888948,128.2171099
6525,8/29/2019,JP,57,18,23.9,96,0.2,3,23.2,0,1.5,low,Yes,N,South,37.17594449,127.6333248
6526,8/29/2019,JP,24,19,23.5,97,0.3,2,22.9,0,6.5,low,Yes,N,South,37.54472905,127.571613
6527,8/29/2019,JP,19,20,23.4,98,0.6,1,23,0,21,low,Yes,N,South,37.12136412,127.6722617
6528,8/29/2019,JP,22,21,23.7,98,0.6,2,23.3,0,5.5,low,Yes,N,South,37.32353579,128.4163786
6529,8/29/2019,JP,74,22,24.3,97,2.1,3,23.7,0,4.5,low,Yes,N,South,37.05579885,127.9512122
6530,8/29/2019,JP,198,23,24.2,94,0.9,4,23.1,0,1,low,Yes,N,South,37.28951292,128.4361635
6531,8/30/2019,JP,214,0,24.7,94,2.8,4,23.6,0,0,low,Yes,N,South,37.91963898,127.7637481
6532,8/30/2019,JP,99,1,24.9,92,2.2,3,23.5,0,0.5,low,Yes,N,South,37.73718726,127.5440551
6533,8/30/2019,JP,80,2,24.7,96,1,2,24,0,6.5,low,Yes,N,South,37.2957705,127.5074746
6534,8/30/2019,JP,81,3,24.1,97,2.5,4,23.5,0,1.5,low,Yes,N,South,37.80827875,128.1626189
6535,8/30/2019,JP,42,4,23.9,96,0.4,4,23.2,0,0,low,Yes,N,South,37.85856662,127.9278937
6536,8/30/2019,JP,73,5,24,97,0.9,4,23.4,0,0.5,low,Yes,N,South,37.96218853,127.9769225
6537,8/30/2019,JP,285,6,24.2,96,1.6,4,23.5,0,0,low,Yes,N,South,37.76448603,127.6296838
6538,8/30/2019,JP,771,7,24.3,96,1.4,3,23.6,0.04,0,low,Yes,N,South,37.60017228,127.6845234
6539,8/30/2019,JP,1330,8,24.6,96,1,3,23.9,0.19,0,low,Yes,Y,South,37.39790507,128.3640317
6540,8/30/2019,JP,846,9,25,92,1.1,3,23.6,0.39,0,low,Yes,N,South,37.26594318,128.2771142
6541,8/30/2019,JP,589,10,26.1,81,1.5,3,22.5,1.05,0,low,Yes,N,South,37.14040748,128.0750964
6542,8/30/2019,JP,716,11,26.2,82,2.6,3,22.8,0.59,0,low,Yes,N,South,37.62021643,128.4988792
6543,8/30/2019,JP,768,12,27,74,2.5,3,21.9,0.94,0,low,Yes,N,South,37.44202467,127.8371516
6544,8/30/2019,JP,865,13,28.2,66,2.2,3,21.2,1.81,0,low,Yes,N,South,37.72196795,127.7105146
6545,8/30/2019,JP,837,14,27.5,66,2.8,3,20.5,0.76,0,low,Yes,N,South,37.74977177,127.8428974
6546,8/30/2019,JP,982,15,27.2,69,3.5,3,21,0.95,0,low,Yes,N,South,37.52538467,127.7272434
6547,8/30/2019,JP,1142,16,27.6,68,2.1,3,21.1,1.46,0,low,Yes,Y,South,37.24461213,127.5727646
6548,8/30/2019,JP,1473,17,26.8,73,2.6,3,21.5,0.37,0,low,Yes,Y,South,37.45748621,128.3700819
6549,8/30/2019,JP,1887,18,26.1,72,2.4,3,20.6,0.19,0,low,Yes,Y,South,37.4519189,127.641778
6550,8/30/2019,JP,1707,19,25.1,74,2.1,3,20.1,0,0.5,low,Yes,Y,South,37.01993732,127.7345397
6551,8/30/2019,JP,1685,20,24.9,70,1.2,4,19,0,0,low,Yes,Y,South,37.62146264,127.5601154
6552,8/30/2019,JP,1732,21,24.8,72,1.4,4,19.4,0,0,low,Yes,Y,South,37.73942134,127.8419906
6553,8/30/2019,JP,1582,22,24.6,71,1.5,4,18.9,0,0,low,Yes,Y,South,37.36093466,128.3740602
6554,8/30/2019,JP,1173,23,24.3,71,0.8,4,18.6,0,0,low,Yes,Y,South,37.4970241,127.9055169
6555,8/31/2019,JP,861,0,23.9,75,1.7,3,19.1,0,0,low,Yes,N,South,37.94019963,128.3476608
6556,8/31/2019,JP,652,1,23.7,77,1.1,3,19.4,0,0,low,Yes,N,South,37.61836579,128.3595707
6557,8/31/2019,JP,381,2,23.4,79,0.4,3,19.5,0,0,low,Yes,N,South,37.87384221,127.8704409
6558,8/31/2019,JP,297,3,23.3,81,1.7,3,19.8,0,0,low,Yes,N,South,37.55772301,127.533724
6559,8/31/2019,JP,170,4,23.2,83,1.6,3,20.1,0,0,low,Yes,N,South,37.31704636,128.1497265
6560,8/31/2019,JP,217,5,23.1,84,0.5,3,20.2,0,0,low,Yes,N,South,37.92826235,128.4675407
6561,8/31/2019,JP,436,6,22.9,83,0,4,19.8,0,0,low,Yes,N,South,37.56639413,128.2875827
6562,8/31/2019,JP,828,7,22.9,83,0.6,3,19.8,0.01,0,low,Yes,N,South,37.85637705,127.9227066
6563,8/31/2019,JP,1686,8,23.1,80,0.2,3,19.4,0.27,0.1,low,Yes,Y,South,37.94187259,127.786483
6564,8/31/2019,JP,1049,9,24.1,69,0.9,4,18,0.76,0,low,Yes,Y,South,37.78879154,127.8453229
6565,8/31/2019,JP,794,10,25.5,53,2.3,4,15.2,1.81,0,low,Yes,N,South,37.59871079,128.337592
6566,8/31/2019,JP,868,11,26.7,51,2.7,4,15.7,2.65,0,low,Yes,N,South,37.26976575,127.5402299
6567,8/31/2019,JP,982,12,27.8,47,2.9,4,15.4,2.99,0,low,Yes,N,South,37.60964681,128.2941621
6568,8/31/2019,JP,965,13,28.7,46,2.6,4,15.9,3.1,0,low,Yes,N,South,37.2812417,127.796586
6569,8/31/2019,JP,987,14,29.3,41,1.9,4,14.6,3,0,low,Yes,N,South,37.77290878,127.5678907
6570,8/31/2019,JP,1119,15,30.3,41,2.5,4,15.5,2.72,0,low,Yes,Y,South,37.31758304,127.8719886
6571,8/31/2019,JP,1404,16,29.7,51,3,5,18.4,2.27,0,low,Yes,Y,South,37.39368401,127.5001093
6572,8/31/2019,JP,1869,17,29.1,49,2.8,4,17.2,1.57,0,low,Yes,Y,South,37.83903482,127.7922938
6573,8/31/2019,JP,2836,18,28.4,57,2.4,5,19,0.84,0,low,Yes,Y,South,37.45752975,127.894248
6574,8/31/2019,JP,2372,19,26.5,69,2.3,5,20.3,0.18,0,low,Yes,Y,South,37.37373291,128.4230921
6575,8/31/2019,JP,1995,20,25.4,74,1.6,5,20.4,0,0,low,Yes,Y,South,37.79373568,127.8342544
6576,8/31/2019,JP,1931,21,24.5,78,1.2,5,20.4,0,0,low,Yes,Y,South,37.69444924,127.5371595
6577,8/31/2019,JP,1789,22,24.1,80,0.9,4,20.4,0,0,low,Yes,Y,South,37.24253003,127.6289728
6578,8/31/2019,JP,1329,23,23.8,81,0.6,4,20.3,0,0,low,Yes,Y,South,37.69622468,128.2631778
6579,9/1/2019,JP,1075,0,23.2,83,0.5,4,20.1,0,0,low,Yes,Y,South,37.76363751,128.2040778
6580,9/1/2019,JP,975,1,22.7,83,0.1,4,19.6,0,0,low,Yes,N,South,37.50719553,127.5394152
6581,9/1/2019,JP,785,2,22,86,0.4,4,19.5,0,0,low,Yes,N,South,37.32272407,128.2297549
6582,9/1/2019,JP,514,3,21.6,87,0.3,4,19.3,0,0,low,Yes,N,South,37.36600674,128.4550151
6583,9/1/2019,JP,338,4,21.2,88,0.9,3,19.1,0,0,low,Yes,N,South,37.74664452,127.9972341
6584,9/1/2019,JP,260,5,21.1,87,0.6,3,18.8,0,0,low,Yes,N,South,37.95104184,128.0226414
6585,9/1/2019,JP,362,6,20.9,87,0.7,3,18.6,0,0,low,Yes,N,South,37.3402937,127.7923838
6586,9/1/2019,JP,511,7,21.1,81,1,4,17.7,0.14,0,low,Yes,N,South,37.72377825,128.0207725
